destination	size	sha256	url	project_id	file_id	name
mods/fancymenu_forge_3.9.6_MC_1.20.1.jar	25627507	B01245DF0AFD1780B4272FBCBF55F061B827D23803C86C2A3A76D88314032B92	https://edge.forgecdn.net/files/8328/519/fancymenu_forge_3.9.6_MC_1.20.1.jar	367706	8328519	FancyMenu
mods/FarmersDelight-1.20.1-1.3.2.jar	3313327	47AED94BB9192C4978FE199F9D3CA5895AECCFBE5B5A0869FDF3AA011C2641F7	https://edge.forgecdn.net/files/8083/474/FarmersDelight-1.20.1-1.3.2.jar	398521	8083474	Farmer's Delight
mods/farmersrespite-1.20.1-2.1.2.jar	537307	21C15EF71F66684CBD94080E04649741BDF2B2EA6A6D542783E8961365D090BB	https://edge.forgecdn.net/files/5543/547/farmersrespite-1.20.1-2.1.2.jar	551453	5543547	Farmer's Respite
mods/FastFurnace-1.20.1-8.0.2.jar	6170	970C11C090E7A364E2E006AABB5E573F79901E710E97195334EE5802317776E8	https://edge.forgecdn.net/files/5181/098/FastFurnace-1.20.1-8.0.2.jar	299540	5181098	FastFurnace
mods/FastLeafDecay-32.jar	9835	CE48DB06BFB5830C147969793771A8F8B5A5774B182543B906BC439EFD4E9469	https://edge.forgecdn.net/files/5375/681/FastLeafDecay-32.jar	230976	5375681	Fast Leaf Decay
mods/fastnbt-1.20.1-1.3-forge.jar	9794	D0B60F83F564C3B60D952C0C9A2FCE68A41DC6D8320FD4952664C2CE448C7D80	https://edge.forgecdn.net/files/7834/191/fastnbt-1.20.1-1.3-forge.jar	1417466	7834191	Fast NBT
mods/Fastquit-3.0.1+1.20.1forge.jar	316223	BD427354B03D92606062844DDF3BA1543711FBE68D4E68C7371CEF9E1121F814	https://edge.forgecdn.net/files/6079/815/Fastquit-3.0.1+1.20.1forge.jar	1177884	6079815	FastQuit-Forge
mods/fastrecipesearch-1.20.1-26.1-forge.jar	64093	DC08BB53FE51BE36BDBA61161C9E1392961C4BD14560A9EAF24069805C3EE5F2	https://edge.forgecdn.net/files/7565/972/fastrecipesearch-1.20.1-26.1-forge.jar	1406509	7565972	Fast Recipe Search
mods/fastspawner-1.20.1-1.1.0.jar	10031	270DAD457D93077899C4AC62216261F9A961A6584B9375EB38B6B1824F1EBA0B	https://edge.forgecdn.net/files/7488/350/fastspawner-1.20.1-1.1.0.jar	1310318	7488350	FastSpawner
mods/fasttag-1.20-26.1-forge.jar	9548	86873FFA77B60F75448FD9F64DEEA1DF90D0EA4AEFBFE5F758BFF91975D972A6	https://edge.forgecdn.net/files/8097/646/fasttag-1.20-26.1-forge.jar	1542745	8097646	Fast Tag
